Trade_ID,Trade_Date,Customer_ID,Counterparty_ID,Product_Type,Trade_Amount,Currency,Trade_Status
TRD_00970,2026-06-14,CUST_0814,CPTY_123,Fixed Income,1231275.7,GBP,Settled
TRD_00971,2026-05-06,CUST_0903,CPTY_147,FX Spot,110860.55,HKD,Pending
TRD_00972,2026-06-25,CUST_0293,CPTY_119,FX Spot,2245657.67,SGD,Pending
TRD_00973,2026-06-13,CUST_0219,CPTY_121,Equity,822318.05,CAD,Settled
TRD_00974,2026-05-29,CUST_0708,CPTY_141,Crypto ETF,798432.47,HKD,Cancelled
TRD_00975,2026-05-16,CUST_0759,CPTY_147,FX Spot,1510195.92,USD,Settled
TRD_00976,2026-03-19,CUST_0479,CPTY_134,Crypto ETF,782476.65,JPY,Pending
TRD_00977,2026-06-13,CUST_0552,CPTY_114,FX Spot,2384423.72,HKD,Settled
TRD_00978,2026-06-01,CUST_0322,CPTY_144,Fixed Income,72141.06,GBP,Settled
TRD_00979,2026-06-12,CUST_0858,CPTY_119,Fixed Income,1888942.21,EUR,Settled
TRD_00980,2026-06-29,CUST_0279,CPTY_125,Equity,2424567.46,JPY,Settled
TRD_00981,2026-03-03,CUST_0758,CPTY_134,Equity,1705000.65,EUR,Cancelled
TRD_00982,2026-04-05,CUST_0933,CPTY_150,Crypto ETF,2484089.97,EUR,Cancelled
TRD_00983,2026-02-26,CUST_0070,CPTY_102,Equity,815276.35,CAD,Settled
TRD_00984,2026-03-13,CUST_0832,CPTY_123,Equity,1866605.82,JPY,Settled
TRD_00985,2026-01-01,CUST_0870,CPTY_115,FX Spot,1317254.16,CAD,Cancelled
TRD_00986,2026-03-10,CUST_0818,CPTY_118,Crypto ETF,2473391.92,CAD,Cancelled
TRD_00987,2026-03-01,CUST_0303,CPTY_132,Fixed Income,2001631.1,HKD,Settled
TRD_00988,2026-04-18,CUST_0590,CPTY_120,Commodity Options,1137061.41,SGD,Cancelled
TRD_00989,2026-05-19,CUST_0807,CPTY_126,Fixed Income,1557822.37,SGD,Settled
TRD_00990,2026-05-21,CUST_0324,CPTY_116,FX Spot,2275397.33,USD,Pending
TRD_00991,2026-06-29,CUST_0366,CPTY_126,FX Spot,1865837.8,HKD,Pending
TRD_00992,2026-04-12,CUST_0572,CPTY_134,Fixed Income,1989750.31,EUR,Settled
TRD_00993,2026-04-25,CUST_0001,CPTY_139,FX Spot,491476.56,SGD,Settled
TRD_00994,2026-02-16,CUST_0879,CPTY_119,Equity,354824.49,CAD,Settled
TRD_00995,2026-06-30,CUST_0646,CPTY_142,Fixed Income,1666466.91,JPY,Pending
TRD_00996,2026-04-21,CUST_0456,CPTY_138,FX Spot,2100456.16,JPY,Pending
TRD_00997,2026-05-12,CUST_0486,CPTY_102,Equity,2150079.63,JPY,Settled
TRD_00998,2026-04-27,CUST_0730,CPTY_126,Crypto ETF,1217953.94,SGD,Settled
TRD_00999,2026-05-15,CUST_0095,CPTY_105,FX Spot,1083107.75,CAD,Pending
TRD_01000,2026-01-07,CUST_0309,CPTY_126,Crypto ETF,-150.0,USD,Settled
TRD_01001,2026-01-29,CUST_0235,CPTY_115,Crypto ETF,1938460.73,EUR,Settled
TRD_01002,2026-03-23,CUST_0445,CPTY_120,Fixed Income,2493476.25,EUR,Settled
TRD_01003,2026-03-24,CUST_0791,CPTY_103,Fixed Income,1128483.78,USD,Cancelled
TRD_01004,2026-01-31,CUST_0855,CPTY_124,Equity,31317.41,JPY,Settled
TRD_01005,2026-03-21,CUST_0427,CPTY_127,FX Spot,1724279.02,JPY,Pending
TRD_01006,2026-01-23,CUST_0879,CPTY_120,Commodity Options,966740.01,SGD,Pending
TRD_01007,2026-04-12,CUST_0410,CPTY_120,Crypto ETF,1013960.83,EUR,Settled
TRD_01008,2026-04-06,CUST_0378,CPTY_147,FX Spot,686012.12,EUR,Settled
TRD_01009,2026-02-05,CUST_0500,CPTY_108,FX Spot,1740363.97,JPY,Cancelled
TRD_01010,2026-05-03,CUST_0302,CPTY_116,Fixed Income,2285049.25,USD,Pending
TRD_01011,2026-05-28,CUST_0145,CPTY_106,Fixed Income,258438.24,HKD,Settled
TRD_01012,2026-03-13,CUST_0457,CPTY_117,Crypto ETF,1475194.57,USD,Cancelled
TRD_01013,2026-05-22,CUST_0244,CPTY_107,FX Spot,1519915.49,GBP,Settled
TRD_01014,2026-04-12,CUST_0538,CPTY_146,FX Spot,2457968.73,JPY,Settled
TRD_01015,2026-05-07,CUST_0781,CPTY_141,Commodity Options,487383.79,HKD,Pending
TRD_01016,2026-06-24,CUST_0672,CPTY_118,FX Spot,876386.83,SGD,Pending
TRD_01017,2026-02-23,CUST_0749,CPTY_148,FX Spot,352867.35,USD,Settled
TRD_01018,2026-06-19,CUST_0594,CPTY_110,Crypto ETF,852365.03,GBP,Cancelled
TRD_01019,2026-01-15,CUST_0273,CPTY_115,FX Spot,1331382.08,SGD,Cancelled
TRD_01020,2026-06-08,CUST_0740,CPTY_119,Commodity Options,1128304.33,ZWD,Cancelled
TRD_01021,2026-05-07,CUST_0677,CPTY_107,FX Spot,1437731.98,HKD,Settled
TRD_01022,2026-03-06,CUST_0885,CPTY_148,Crypto ETF,1572628.68,EUR,Settled
TRD_01023,2026-06-06,CUST_0057,CPTY_100,Commodity Options,390332.81,GBP,Settled
TRD_01024,2026-06-04,CUST_0580,CPTY_123,Commodity Options,2244940.8,HKD,Pending
TRD_01025,2026-03-24,CUST_0778,CPTY_126,Crypto ETF,1281985.95,USD,Settled
TRD_01026,2026-02-01,CUST_0031,CPTY_111,Commodity Options,1383023.79,HKD,Pending
TRD_01027,2026-05-17,CUST_0876,CPTY_101,Crypto ETF,1429233.98,CAD,Settled
TRD_01028,2026-06-09,CUST_0517,CPTY_104,Commodity Options,726588.75,USD,Cancelled
TRD_01029,2026-01-13,CUST_0512,CPTY_135,Equity,1229414.98,CAD,Pending
TRD_01030,2026-02-27,CUST_0491,CPTY_126,Commodity Options,1888968.9,SGD,Settled
TRD_01031,2026-06-13,CUST_0022,CPTY_110,Commodity Options,2392987.86,GBP,Cancelled
TRD_01032,2026-04-22,CUST_0600,CPTY_138,Equity,2261853.01,HKD,Settled
TRD_01033,2026-06-03,CUST_0725,CPTY_118,Equity,1601623.87,HKD,Settled
TRD_01034,2026-05-16,CUST_0680,CPTY_117,Equity,753933.92,JPY,Pending
TRD_01035,2026-04-18,CUST_0283,CPTY_142,Crypto ETF,2089583.05,USD,Pending
TRD_01036,2026-05-06,CUST_0625,CPTY_121,Commodity Options,1727007.61,EUR,Pending
TRD_01037,2026-04-08,CUST_0306,CPTY_108,Fixed Income,957738.65,EUR,Settled
TRD_01038,2026-05-05,CUST_0379,CPTY_130,FX Spot,2401910.09,GBP,Settled
TRD_01039,2026-06-19,CUST_0095,CPTY_113,Fixed Income,1287962.55,EUR,Pending
TRD_01040,2026-01-10,,CPTY_143,Crypto ETF,-150.0,HKD,Pending
TRD_01041,2026-03-18,CUST_0327,CPTY_146,FX Spot,1320240.8,SGD,Settled
TRD_01042,2026-04-10,CUST_0694,CPTY_114,Commodity Options,2298986.02,HKD,Pending
TRD_01043,2026-03-06,CUST_0821,CPTY_114,Fixed Income,1127629.8,USD,Pending
TRD_01044,2026-02-10,CUST_0011,CPTY_150,FX Spot,347902.07,HKD,Settled
TRD_01045,2026-04-18,CUST_0650,CPTY_116,Crypto ETF,1829048.6,JPY,Settled
TRD_01046,2026-03-17,CUST_0187,CPTY_136,FX Spot,2036222.52,CAD,Cancelled
TRD_01047,2026-01-08,CUST_0116,CPTY_123,Equity,889720.0,JPY,Settled
TRD_01048,2026-02-14,CUST_0108,CPTY_149,Equity,1130884.12,USD,Cancelled
TRD_01049,2026-02-03,CUST_0400,CPTY_144,Commodity Options,1281193.37,SGD,Settled
TRD_01050,2026-02-11,CUST_0493,CPTY_148,Equity,308598.59,HKD,Settled
TRD_01051,2026-05-20,CUST_0464,CPTY_143,FX Spot,845768.59,HKD,Settled
TRD_01052,2026-01-20,CUST_0145,CPTY_142,Fixed Income,182613.12,CAD,Cancelled
TRD_01053,2026-06-01,CUST_0138,CPTY_122,Commodity Options,276327.44,EUR,Settled
TRD_01054,2026-03-23,CUST_0503,CPTY_101,Crypto ETF,464814.24,GBP,Settled
TRD_01055,2026-06-05,CUST_0065,CPTY_145,Crypto ETF,876218.07,GBP,Settled
TRD_01056,2026-03-11,CUST_0050,CPTY_121,Commodity Options,1627983.93,GBP,Settled
TRD_01057,2026-04-29,CUST_0339,CPTY_115,Fixed Income,797338.57,USD,Cancelled
TRD_01058,2026-02-06,CUST_0609,CPTY_126,Crypto ETF,811844.19,JPY,Cancelled
TRD_01059,2026-06-06,CUST_0584,CPTY_138,Fixed Income,602677.53,CAD,Cancelled
TRD_01060,2026-01-16,CUST_0446,CPTY_119,Crypto ETF,762443.77,HKD,Settled
TRD_01061,2026-03-15,CUST_0115,CPTY_144,Fixed Income,101521.18,GBP,Settled
TRD_01062,2026-03-04,CUST_0559,CPTY_134,Fixed Income,2221571.78,CAD,Cancelled
TRD_01063,2026-06-15,CUST_0334,CPTY_149,Equity,1406220.31,EUR,Pending
TRD_01064,2026-06-13,CUST_0719,CPTY_134,Crypto ETF,1428336.26,EUR,Pending
TRD_01065,2026-05-10,CUST_0209,CPTY_135,Equity,1010689.28,SGD,Cancelled
TRD_01066,2026-04-10,CUST_0672,CPTY_116,Commodity Options,326865.12,JPY,Settled
TRD_01067,2026-06-29,CUST_0675,CPTY_112,Commodity Options,400220.6,JPY,Cancelled
TRD_01068,2026-01-19,CUST_0911,CPTY_120,Crypto ETF,1748911.73,HKD,Cancelled
TRD_01069,2026-02-18,CUST_0453,CPTY_103,Equity,815842.06,USD,Settled
TRD_01070,2026-04-28,CUST_0098,CPTY_122,Commodity Options,1538845.53,CAD,Settled
TRD_01071,2026-04-12,CUST_0060,CPTY_128,FX Spot,780360.79,SGD,Settled
TRD_01072,2026-06-17,CUST_0056,CPTY_135,Fixed Income,1253669.36,EUR,Cancelled
TRD_01073,2026-01-28,CUST_0005,CPTY_125,Fixed Income,211843.04,JPY,Settled
TRD_01074,2026-02-11,CUST_0136,CPTY_144,Commodity Options,1739520.89,JPY,Cancelled
TRD_01075,2026-06-12,CUST_0293,CPTY_122,Equity,1986278.58,USD,Pending
TRD_01076,2026-02-20,CUST_0171,CPTY_137,Fixed Income,538597.78,USD,Pending
TRD_01077,2026-03-08,CUST_0889,CPTY_122,Equity,2391885.14,CAD,Cancelled
TRD_01078,2026-06-30,CUST_0192,CPTY_111,Equity,2112841.45,HKD,Pending
TRD_01079,2026-02-16,CUST_0913,CPTY_107,Commodity Options,1878283.58,JPY,Settled
TRD_01080,2026-03-26,CUST_0046,CPTY_121,Crypto ETF,-150.0,ZWD,Cancelled
TRD_01081,2026-03-14,CUST_0017,CPTY_150,Fixed Income,82497.95,HKD,Settled
TRD_01082,2026-06-01,CUST_0206,CPTY_128,Commodity Options,395553.78,SGD,Cancelled
TRD_01083,2026-02-18,CUST_0030,CPTY_120,FX Spot,1210972.63,HKD,Cancelled
TRD_01084,2026-06-29,CUST_0661,CPTY_100,Commodity Options,2324215.03,SGD,Settled
TRD_01085,2026-03-17,CUST_0322,CPTY_126,Commodity Options,1920073.19,CAD,Settled
TRD_01086,2026-01-29,CUST_0506,CPTY_102,Crypto ETF,35563.91,JPY,Settled
TRD_01087,2026-01-07,CUST_0153,CPTY_138,Fixed Income,1178058.91,CAD,Pending
TRD_01088,2026-03-21,CUST_0148,CPTY_121,Fixed Income,2475152.9,SGD,Pending
TRD_01089,2026-01-07,CUST_0611,CPTY_122,Fixed Income,537920.36,GBP,Settled
TRD_01090,2026-02-08,CUST_0206,CPTY_109,Equity,921174.83,SGD,Pending
TRD_01091,2026-01-06,CUST_0408,CPTY_100,Equity,38011.01,JPY,Cancelled
TRD_01092,2026-02-16,CUST_0874,CPTY_141,FX Spot,885533.26,SGD,Pending
TRD_01093,2026-02-17,CUST_0941,CPTY_147,Commodity Options,643006.92,JPY,Cancelled
TRD_01094,2026-05-01,CUST_0721,CPTY_130,Crypto ETF,2049497.87,CAD,Pending
TRD_01095,2026-03-08,CUST_0256,CPTY_118,Commodity Options,1633576.23,CAD,Settled
TRD_01096,2026-01-25,CUST_0774,CPTY_137,Fixed Income,589202.23,JPY,Settled
TRD_01097,2026-03-23,CUST_0549,CPTY_148,Crypto ETF,1873308.32,GBP,Pending
TRD_01098,2026-02-18,CUST_0853,CPTY_135,Commodity Options,807791.99,JPY,Settled
TRD_01099,2026-03-11,CUST_0499,CPTY_142,Equity,672924.27,HKD,Settled
TRD_01100,2026-02-05,CUST_0220,CPTY_133,Crypto ETF,1945697.96,GBP,Settled
TRD_01101,2026-01-24,CUST_0201,CPTY_120,FX Spot,2335810.11,CAD,Settled
TRD_01102,2026-05-06,CUST_0413,CPTY_107,Fixed Income,2461252.77,SGD,Settled
TRD_01103,2026-04-25,CUST_0139,CPTY_131,Commodity Options,967870.29,HKD,Cancelled
TRD_01104,2026-06-08,CUST_0848,CPTY_140,FX Spot,1911786.57,HKD,Pending
TRD_01105,2026-03-08,CUST_0264,CPTY_106,Commodity Options,2058018.33,HKD,Settled
TRD_01106,2026-03-22,CUST_0500,CPTY_129,Commodity Options,855433.29,GBP,Settled
TRD_01107,2026-03-23,CUST_0193,CPTY_115,Equity,1058930.82,SGD,Pending
TRD_01108,2026-01-08,CUST_0024,CPTY_127,Equity,1390473.92,HKD,Settled
TRD_01109,2026-04-11,CUST_0094,CPTY_142,Crypto ETF,1541408.98,JPY,Cancelled
TRD_01110,2026-01-17,CUST_0924,CPTY_144,Commodity Options,1031666.35,CAD,Settled
TRD_01111,2026-03-03,CUST_0945,CPTY_142,Commodity Options,410936.32,GBP,Settled
TRD_01112,2026-01-06,CUST_0182,CPTY_102,Crypto ETF,943683.75,EUR,Pending
TRD_01113,2026-06-20,CUST_0254,CPTY_139,Fixed Income,674042.4,EUR,Pending
TRD_01114,2026-01-21,CUST_0087,CPTY_138,Crypto ETF,881042.87,GBP,Settled
TRD_01115,2026-05-27,CUST_0041,CPTY_117,FX Spot,1515737.29,EUR,Settled
TRD_01116,2026-04-17,CUST_0948,CPTY_124,Fixed Income,2059136.05,CAD,Settled
TRD_01117,2026-04-07,CUST_0443,CPTY_137,Commodity Options,2107224.55,GBP,Settled
TRD_01118,2026-03-01,CUST_0618,CPTY_111,Equity,2224629.84,USD,Settled
TRD_01119,2026-02-02,CUST_0909,CPTY_148,Fixed Income,86171.85,CAD,Cancelled
TRD_01120,2026-06-15,,CPTY_147,Crypto ETF,-150.0,EUR,Cancelled
TRD_01121,2026-04-22,CUST_0447,CPTY_113,Crypto ETF,1546441.09,JPY,Cancelled
TRD_01122,2026-01-06,CUST_0339,CPTY_122,Equity,2082889.29,SGD,Settled
TRD_01123,2026-05-26,CUST_0793,CPTY_147,Fixed Income,412310.98,HKD,Cancelled
TRD_01124,2026-01-24,CUST_0512,CPTY_103,Equity,1880976.31,JPY,Settled
TRD_01125,2026-05-18,CUST_0384,CPTY_137,Fixed Income,1078693.59,GBP,Pending
TRD_01126,2026-06-19,CUST_0721,CPTY_134,FX Spot,111656.61,USD,Settled
TRD_01127,2026-01-21,CUST_0178,CPTY_143,Commodity Options,1422033.9,EUR,Cancelled
TRD_01128,2026-06-01,CUST_0464,CPTY_145,Commodity Options,1955650.4,HKD,Pending
TRD_01129,2026-05-05,CUST_0820,CPTY_124,FX Spot,2254343.32,HKD,Settled
TRD_01130,2026-01-24,CUST_0463,CPTY_144,FX Spot,1368995.73,SGD,Cancelled
TRD_01131,2026-01-30,CUST_0333,CPTY_114,Equity,1665252.58,EUR,Cancelled
TRD_01132,2026-03-05,CUST_0939,CPTY_101,Equity,1148585.49,SGD,Settled
TRD_01133,2026-05-25,CUST_0442,CPTY_136,Fixed Income,1646641.9,SGD,Settled
TRD_01134,2026-02-20,CUST_0733,CPTY_123,Equity,1504976.2,HKD,Pending
TRD_01135,2026-05-04,CUST_0394,CPTY_122,FX Spot,232186.3,GBP,Settled
TRD_01136,2026-04-10,CUST_0452,CPTY_123,Crypto ETF,2068896.4,JPY,Pending
TRD_01137,2026-01-05,CUST_0823,CPTY_104,Commodity Options,965717.69,EUR,Settled
TRD_01138,2026-03-27,CUST_0351,CPTY_114,Crypto ETF,400791.59,CAD,Cancelled
TRD_01139,2026-02-25,CUST_0589,CPTY_111,Crypto ETF,2332883.53,SGD,Settled
TRD_01140,2026-05-27,CUST_0885,CPTY_140,Equity,2094610.18,ZWD,Settled
TRD_01141,2026-02-26,CUST_0407,CPTY_118,FX Spot,2094662.8,GBP,Settled
TRD_01142,2026-02-14,CUST_0468,CPTY_104,Fixed Income,509707.43,HKD,Pending
TRD_01143,2026-06-03,CUST_0523,CPTY_132,Equity,2441642.0,GBP,Settled
TRD_01144,2026-03-20,CUST_0149,CPTY_104,Crypto ETF,2098980.94,JPY,Pending
TRD_01145,2026-06-20,CUST_0607,CPTY_140,Crypto ETF,2489650.57,EUR,Cancelled
TRD_01146,2026-02-02,CUST_0406,CPTY_137,Equity,2448701.33,USD,Settled
TRD_01147,2026-06-09,CUST_0352,CPTY_122,Commodity Options,728231.38,JPY,Cancelled
TRD_01148,2026-06-16,CUST_0875,CPTY_127,Equity,852443.34,EUR,Cancelled
TRD_01149,2026-02-10,CUST_0233,CPTY_125,Fixed Income,431008.24,GBP,Settled
TRD_01150,2026-04-21,CUST_0216,CPTY_116,Fixed Income,994562.57,JPY,Settled
TRD_01151,2026-06-13,CUST_0580,CPTY_136,FX Spot,361763.98,EUR,Settled
TRD_01152,2026-05-09,CUST_0331,CPTY_144,Commodity Options,2374717.3,CAD,Settled
TRD_01153,2026-01-10,CUST_0324,CPTY_142,Crypto ETF,1591930.77,USD,Pending
TRD_01154,2026-06-06,CUST_0453,CPTY_118,Crypto ETF,2189444.94,USD,Settled
TRD_01155,2026-02-28,CUST_0394,CPTY_130,Fixed Income,1780166.17,CAD,Cancelled
TRD_01156,2026-06-27,CUST_0817,CPTY_135,Equity,413308.64,CAD,Settled
TRD_01157,2026-01-27,CUST_0627,CPTY_127,Commodity Options,1264629.55,CAD,Settled
TRD_01158,2026-05-31,CUST_0531,CPTY_111,FX Spot,549787.07,CAD,Pending
TRD_01159,2026-04-16,CUST_0582,CPTY_131,Fixed Income,2233249.88,USD,Cancelled
TRD_01160,2026-06-03,CUST_0795,CPTY_144,Equity,-150.0,EUR,Settled
TRD_01161,2026-06-04,CUST_0491,CPTY_138,Crypto ETF,2383578.07,JPY,Settled
TRD_01162,2026-04-14,CUST_0829,CPTY_111,Crypto ETF,643460.82,JPY,Pending
TRD_01163,2026-01-15,CUST_0110,CPTY_131,FX Spot,2373946.48,CAD,Settled
TRD_01164,2026-02-27,CUST_0943,CPTY_119,Fixed Income,13575.32,USD,Pending
TRD_01165,2026-05-27,CUST_0122,CPTY_134,Crypto ETF,560156.07,USD,Pending
TRD_01166,2026-06-27,CUST_0950,CPTY_132,FX Spot,1981036.32,USD,Settled
TRD_01167,2026-04-24,CUST_0752,CPTY_100,Equity,1061673.94,EUR,Cancelled
TRD_01168,2026-02-24,CUST_0402,CPTY_119,FX Spot,1254069.06,HKD,Settled
TRD_01169,2026-01-03,CUST_0583,CPTY_129,Equity,269401.22,GBP,Cancelled
TRD_01170,2026-01-29,CUST_0690,CPTY_135,Fixed Income,378049.77,GBP,Pending
TRD_01171,2026-03-15,CUST_0244,CPTY_109,Commodity Options,552813.73,JPY,Cancelled
TRD_01172,2026-05-15,CUST_0128,CPTY_150,Fixed Income,405907.23,JPY,Cancelled
TRD_01173,2026-06-03,CUST_0037,CPTY_113,FX Spot,417360.16,SGD,Settled
TRD_01174,2026-02-17,CUST_0121,CPTY_109,Commodity Options,756941.41,USD,Cancelled
TRD_01175,2026-04-03,CUST_0769,CPTY_124,FX Spot,2191439.27,SGD,Settled
TRD_01176,2026-06-12,CUST_0014,CPTY_122,Commodity Options,1204833.58,CAD,Pending
TRD_01177,2026-06-06,CUST_0684,CPTY_125,Crypto ETF,902326.11,CAD,Settled
TRD_01178,2026-03-17,CUST_0251,CPTY_128,Fixed Income,2271179.37,HKD,Settled
TRD_01179,2026-05-30,CUST_0211,CPTY_138,Crypto ETF,1170449.29,CAD,Cancelled
TRD_01180,2026-02-16,CUST_0214,CPTY_136,FX Spot,1139097.57,HKD,Settled
TRD_01181,2026-06-29,CUST_0215,CPTY_147,Equity,223144.22,USD,Pending
TRD_01182,2026-06-17,CUST_0125,CPTY_134,Fixed Income,1163635.95,JPY,Pending
TRD_01183,2026-05-04,CUST_0352,CPTY_102,Crypto ETF,1794501.37,JPY,Settled
TRD_01184,2026-06-10,CUST_0680,CPTY_123,Crypto ETF,489403.7,SGD,Settled
TRD_01185,2026-01-11,CUST_0233,CPTY_134,FX Spot,2254514.83,JPY,Settled
TRD_01186,2026-01-02,CUST_0697,CPTY_104,Crypto ETF,1236303.75,HKD,Settled
TRD_01187,2026-02-10,CUST_0269,CPTY_131,FX Spot,2371264.42,HKD,Pending
TRD_01188,2026-02-10,CUST_0736,CPTY_128,FX Spot,1113492.86,HKD,Settled
TRD_01189,2026-01-18,CUST_0245,CPTY_146,FX Spot,491469.85,JPY,Pending
TRD_01190,2026-05-01,CUST_0823,CPTY_138,FX Spot,155655.51,JPY,Pending
TRD_01191,2026-03-09,CUST_0634,CPTY_124,Equity,662753.3,SGD,Cancelled
TRD_01192,2026-03-25,CUST_0512,CPTY_120,FX Spot,182722.4,EUR,Cancelled
TRD_01193,2026-02-08,CUST_0400,CPTY_102,Equity,453732.6,JPY,Cancelled
TRD_01194,2026-06-08,CUST_0795,CPTY_147,FX Spot,824294.19,HKD,Settled
TRD_01195,2026-03-12,CUST_0831,CPTY_143,Fixed Income,775578.92,SGD,Pending
TRD_01196,2026-02-25,CUST_0213,CPTY_133,Commodity Options,1738495.08,USD,Pending
TRD_01197,2026-03-23,CUST_0247,CPTY_122,Crypto ETF,851929.38,JPY,Cancelled
TRD_01198,2026-04-21,CUST_0279,CPTY_142,Fixed Income,163893.06,SGD,Cancelled
TRD_01199,2026-02-24,CUST_0287,CPTY_145,FX Spot,316393.24,USD,Pending
TRD_01200,2026-03-18,,CPTY_139,Commodity Options,-150.0,ZWD,Pending
TRD_01201,2026-05-24,CUST_0013,CPTY_107,Fixed Income,421208.24,CAD,Cancelled
TRD_01202,2026-03-03,CUST_0245,CPTY_104,Commodity Options,2079738.28,SGD,Settled
TRD_01203,2026-04-08,CUST_0565,CPTY_122,Commodity Options,229203.99,SGD,Cancelled
TRD_01204,2026-06-24,CUST_0613,CPTY_125,Crypto ETF,606812.01,EUR,Settled
TRD_01205,2026-01-13,CUST_0499,CPTY_110,FX Spot,2444024.18,EUR,Cancelled
TRD_01206,2026-01-08,CUST_0874,CPTY_128,Equity,1138399.4,JPY,Settled
TRD_01207,2026-06-18,CUST_0832,CPTY_107,Equity,719032.17,SGD,Pending
TRD_01208,2026-03-31,CUST_0321,CPTY_126,Equity,176970.8,SGD,Settled
TRD_01209,2026-02-28,CUST_0729,CPTY_126,Equity,2102361.64,CAD,Cancelled
TRD_01210,2026-04-13,CUST_0307,CPTY_100,Fixed Income,315536.09,USD,Cancelled
TRD_01211,2026-04-14,CUST_0830,CPTY_142,Commodity Options,2181136.4,USD,Settled
TRD_01212,2026-04-07,CUST_0056,CPTY_119,Crypto ETF,506487.31,CAD,Settled
TRD_01213,2026-05-31,CUST_0023,CPTY_105,Commodity Options,853368.59,USD,Settled
TRD_01214,2026-01-15,CUST_0593,CPTY_110,Equity,366291.8,CAD,Cancelled
TRD_01215,2026-02-11,CUST_0258,CPTY_119,Commodity Options,2386944.32,CAD,Settled
TRD_01216,2026-05-02,CUST_0915,CPTY_116,Fixed Income,390770.09,JPY,Settled
TRD_01217,2026-04-11,CUST_0622,CPTY_136,Crypto ETF,1973094.48,HKD,Pending
TRD_01218,2026-03-12,CUST_0897,CPTY_142,FX Spot,1348881.33,JPY,Settled
TRD_01219,2026-02-02,CUST_0549,CPTY_117,FX Spot,2143959.75,EUR,Cancelled
TRD_01220,2026-01-18,CUST_0182,CPTY_144,Fixed Income,1408742.2,GBP,Settled
TRD_01221,2026-04-07,CUST_0659,CPTY_110,FX Spot,478822.71,CAD,Pending
TRD_01222,2026-05-20,CUST_0281,CPTY_140,Commodity Options,859495.57,EUR,Cancelled
TRD_01223,2026-05-01,CUST_0677,CPTY_105,Fixed Income,532957.25,CAD,Settled
TRD_01224,2026-05-10,CUST_0053,CPTY_115,Crypto ETF,616949.01,EUR,Cancelled
TRD_01225,2026-02-06,CUST_0081,CPTY_128,Commodity Options,2395458.32,HKD,Settled
TRD_01226,2026-02-21,CUST_0288,CPTY_141,Equity,1577213.92,EUR,Settled
TRD_01227,2026-03-26,CUST_0283,CPTY_115,FX Spot,1900441.79,USD,Settled
TRD_01228,2026-03-24,CUST_0180,CPTY_126,Fixed Income,1107136.62,GBP,Settled
TRD_01229,2026-03-15,CUST_0139,CPTY_147,Equity,137006.11,GBP,Settled
TRD_01230,2026-03-07,CUST_0660,CPTY_119,Equity,326916.63,EUR,Settled
TRD_01231,2026-05-26,CUST_0037,CPTY_128,Crypto ETF,1988069.34,GBP,Settled
TRD_01232,2026-01-08,CUST_0511,CPTY_105,FX Spot,481536.78,CAD,Settled
TRD_01233,2026-03-02,CUST_0917,CPTY_124,Fixed Income,130870.66,HKD,Settled
TRD_01234,2026-04-02,CUST_0926,CPTY_150,Equity,1457829.3,SGD,Settled
TRD_01235,2026-04-06,CUST_0575,CPTY_120,Crypto ETF,2401919.53,JPY,Cancelled
TRD_01236,2026-01-20,CUST_0906,CPTY_112,Fixed Income,1405020.45,EUR,Pending
TRD_01237,2026-02-02,CUST_0289,CPTY_105,Equity,1409821.35,USD,Settled
TRD_01238,2026-04-13,CUST_0185,CPTY_113,Equity,1973010.78,USD,Cancelled
TRD_01239,2026-04-21,CUST_0161,CPTY_149,Equity,1101853.7,GBP,Pending
TRD_01240,2026-03-31,CUST_0170,CPTY_117,FX Spot,-150.0,EUR,Settled
TRD_01241,2026-02-28,CUST_0430,CPTY_127,Fixed Income,612785.23,HKD,Settled
TRD_01242,2026-06-16,CUST_0890,CPTY_100,Equity,675867.86,GBP,Pending
TRD_01243,2026-04-13,CUST_0225,CPTY_119,Commodity Options,801250.5,EUR,Settled
TRD_01244,2026-06-25,CUST_0189,CPTY_112,FX Spot,1639932.86,GBP,Settled
TRD_01245,2026-05-25,CUST_0535,CPTY_108,Equity,34774.42,JPY,Settled
TRD_01246,2026-03-17,CUST_0914,CPTY_108,Fixed Income,2093369.45,JPY,Settled
TRD_01247,2026-04-28,CUST_0021,CPTY_142,FX Spot,1627026.0,HKD,Cancelled
TRD_01248,2026-03-02,CUST_0593,CPTY_136,Commodity Options,1024340.9,EUR,Settled
TRD_01249,2026-06-11,CUST_0652,CPTY_107,Equity,1737924.18,GBP,Pending
TRD_01250,2026-04-21,CUST_0106,CPTY_138,Commodity Options,1375981.83,GBP,Settled
TRD_01251,2026-04-06,CUST_0875,CPTY_105,Fixed Income,2101420.17,GBP,Pending
TRD_01252,2026-01-17,CUST_0236,CPTY_140,Commodity Options,2173355.53,HKD,Settled
TRD_01253,2026-02-21,CUST_0054,CPTY_130,Fixed Income,553176.28,JPY,Cancelled
TRD_01254,2026-02-13,CUST_0288,CPTY_115,FX Spot,1649376.71,USD,Settled
TRD_01255,2026-04-05,CUST_0931,CPTY_128,Crypto ETF,2391898.37,EUR,Settled
TRD_01256,2026-03-19,CUST_0802,CPTY_113,Crypto ETF,1526483.22,CAD,Settled
TRD_01257,2026-04-06,CUST_0180,CPTY_119,Crypto ETF,622389.48,GBP,Pending
